id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,aantaldoorstroomopeningen,afslagpeil,afvoercoefficient,breedteopening,categoriewaterkering,code,drempelpeil,filteruitstroming,functiegebiedgemaal,functiegemaal,guid,indicatiewaterkerend,isonderdeelvanwaterkering,kerendehoogte,maximalecapaciteit,naam,nen3610id,objectbegintijd_frame,objectbegintijd_id,objectbegintijd_metadataproperty,objectbegintijd_description_href,objectbegintijd_description_title,objectbegintijd_description_nilreason,objectbegintijd_description,objectbegintijd_descriptionreference_href,objectbegintijd_descriptionreference_title,objectbegintijd_descriptionreference_nilreason,objectbegintijd_identifier_codespace,objectbegintijd_identifier,objectbegintijd_name,objectbegintijd_relatedtime,objectbegintijd_timeposition_frame,objectbegintijd_timeposition_calendareraname,objectbegintijd_timeposition_indeterminateposition,objectbegintijd_timeposition,ontwerpbuitenwaterstand,openingspeil,openkeerpeil,opmerking,richting,signaleringspeil,sluitpeil,statusleggerwatersysteem,statusleggerwaterveiligheid,statusobject,tijdstipregistratie_frame,tijdstipregistratie_id,tijdstipregistratie_metadataproperty,tijdstipregistratie_description_href,tijdstipregistratie_description_title,tijdstipregistratie_description_nilreason,tijdstipregistratie_description,tijdstipregistratie_descriptionreference_href,tijdstipregistratie_descriptionreference_title,tijdstipregistratie_descriptionreference_nilreason,tijdstipregistratie_identifier_codespace,tijdstipregistratie_identifier,tijdstipregistratie_name,tijdstipregistratie_relatedtime,tijdstipregistratie_timeposition_frame,tijdstipregistratie_timeposition_calendareraname,tijdstipregistratie_timeposition_indeterminateposition,tijdstipregistratie_timeposition,typeregelbaarheid,typewaterkerendeconstructie,url,waterbeheerder,fuuid
gemaal.2f26b6ad-bbfd-4038-bb12-f3de4e2a88e5,,,,,,,,,,,,,,,,,,KGM-173,,,,Aanvoeren,{39A93601-8CCD-4A90-8FC6-A9BA4E404D34},,,0.64,,,NL.WBHCODE.43.Gemaal.1601,,gemaal.2f26b6ad-bbfd-4038-bb12-f3de4e2a88e5.objectbegintijd,,,,,,,,,,,,,,,,2020-09-29T05:55:53Z,,,,POMP,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.2f26b6ad-bbfd-4038-bb12-f3de4e2a88e5.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:34:53Z,,,,Waterschap Vallei en Veluwe,gemaal.2f26b6ad-bbfd-4038-bb12-f3de4e2a88e5
gemaal.980ef24e-63d0-406f-a301-705f46983be1,,,,,,,,,,,,,,,,,,KGM-161,,,,Aanvoeren,{86401401-6017-4E14-BE5E-000EC3494005},,,,,VoPopomp gemaal  Arlersteeg,NL.WBHCODE.43.Gemaal.68,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.980ef24e-63d0-406f-a301-705f46983be1.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:33:55Z,,,,Waterschap Vallei en Veluwe,gemaal.980ef24e-63d0-406f-a301-705f46983be1
gemaal.11e04e69-fef6-4221-9466-f8bf61924bda,,,,,,,,,,,,,,,,,,KGM-175,,,,,{4EF91A3E-E85D-4E4A-A1BC-358D4BA90CAC},,,2.24,,,NL.WBHCODE.43.Gemaal.1603,,gemaal.11e04e69-fef6-4221-9466-f8bf61924bda.objectbegintijd,,,,,,,,,,,,,,,,2021-03-19T08:19:28Z,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.11e04e69-fef6-4221-9466-f8bf61924bda.tijdstipregistratie,,,,,,,,,,,,,,,,2022-06-08T05:18:11Z,,,,Waterschap Vallei en Veluwe,gemaal.11e04e69-fef6-4221-9466-f8bf61924bda
gemaal.0dd0d49f-eb5c-4caa-b06e-07f3d1860370,,,,,,,,,,,,,,,,,,KGM-164,,,,Afvoeren,{5EC5EA08-2E25-4240-B4F4-5D24CF974789},,,,,Doornbos,NL.WBHCODE.43.Gemaal.92,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.0dd0d49f-eb5c-4caa-b06e-07f3d1860370.tijdstipregistratie,,,,,,,,,,,,,,,,2022-06-08T05:18:11Z,,,,Waterschap Vallei en Veluwe,gemaal.0dd0d49f-eb5c-4caa-b06e-07f3d1860370
gemaal.6a1d0bec-90ea-4057-9e76-457535dd7163,,,,,,,,,,,,,,,,,,KGM-130,,,,,{447C1BB2-8D55-4ACD-B9FC-0BC5BF3E4658},,,3.34,,Sparrenlaan,NL.WBHCODE.43.Gemaal.74,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.6a1d0bec-90ea-4057-9e76-457535dd7163.tijdstipregistratie,,,,,,,,,,,,,,,,2023-04-06T07:20:49Z,,,,Waterschap Vallei en Veluwe,gemaal.6a1d0bec-90ea-4057-9e76-457535dd7163
gemaal.23c8e167-60d5-4eec-9453-9fe33c2ad11b,,,,,,,,,,,,,,,,,,KGM-133,,,,,{9F0F422B-2D20-45AA-B7E9-FC39DF441FD8},,,,,Gemaal Goorpoortbrug,NL.WBHCODE.43.Gemaal.138,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.23c8e167-60d5-4eec-9453-9fe33c2ad11b.tijdstipregistratie,,,,,,,,,,,,,,,,2022-05-17T12:44:47Z,,,,Waterschap Vallei en Veluwe,gemaal.23c8e167-60d5-4eec-9453-9fe33c2ad11b
gemaal.0baafb26-4e80-403e-b4e3-0e3944130712,,,,,,,,,,,,,,,,,,KGM-40,,,,Af- en Aanvoeren,{88217B8F-05F1-4CD8-B67D-FE4FFA47247A},,,,,Kluin,NL.WBHCODE.43.Gemaal.148,,,,,,,,,,,,,,,,,,,,,,,69.87,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.0baafb26-4e80-403e-b4e3-0e3944130712.tijdstipregistratie,,,,,,,,,,,,,,,,2023-08-08T09:04:30Z,,,,Waterschap Vallei en Veluwe,gemaal.0baafb26-4e80-403e-b4e3-0e3944130712
gemaal.f9eea687-8e54-4d39-be9f-452d34273542,,,,,,,,,,,,,,,,,,KGM-55,,,,Af- en Aanvoeren,{2BBD6CB6-AB15-48A8-AA67-CD3971966AEF},,,,,Zuppeld,NL.WBHCODE.43.Gemaal.72,,,,,,,,,,,,,,,,,,,,,,GEMAAL NTO ONDUIDELIJKE SITUATIE IVM OPVANG BASIN,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.f9eea687-8e54-4d39-be9f-452d34273542.tijdstipregistratie,,,,,,,,,,,,,,,,2023-08-08T09:04:30Z,,,,Waterschap Vallei en Veluwe,gemaal.f9eea687-8e54-4d39-be9f-452d34273542
gemaal.b1c34f78-7efc-4d0c-a603-08c2029f62c6,,,,,,,,,,,,,,,,,,KGM-143,,,,,{F455C32E-8478-4898-90C4-ADE9BCB0BE30},,,,,,NL.WBHCODE.43.Gemaal.78,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.b1c34f78-7efc-4d0c-a603-08c2029f62c6.tijdstipregistratie,,,,,,,,,,,,,,,,2023-08-08T09:04:30Z,,,,Waterschap Vallei en Veluwe,gemaal.b1c34f78-7efc-4d0c-a603-08c2029f62c6
gemaal.337009a7-0f5a-491a-8c71-e07191c24c72,,,,,,,,,,,,,,,,,,KGM-152,,,,Aanvoeren,{37E4F1E8-6AFD-4907-B347-CCC0690B5B64},,,,,Pompje Zevenhuizerstraat 275-277,NL.WBHCODE.43.Gemaal.142,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.337009a7-0f5a-491a-8c71-e07191c24c72.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:23:02Z,,,,Waterschap Vallei en Veluwe,gemaal.337009a7-0f5a-491a-8c71-e07191c24c72
gemaal.d4f8c7c4-2702-4a82-b3ac-6935b530ab99,,,,,,,,,,,,,,,,,,KGM-101,,,,Afvoeren,{28563455-0F46-48E9-8E3F-6569A6C793A4},,,0.46,,gemaal luttenbroek,NL.WBHCODE.43.Gemaal.152,,,,,,,,,,,,,,,,,,,,,,peilmerk beton vloer    gemaal luttenbroek,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.d4f8c7c4-2702-4a82-b3ac-6935b530ab99.tijdstipregistratie,,,,,,,,,,,,,,,,2023-08-08T09:04:30Z,,,,Waterschap Vallei en Veluwe,gemaal.d4f8c7c4-2702-4a82-b3ac-6935b530ab99
gemaal.d2519dfd-d1fa-4d83-bab8-f68e61ded68a,,,,,,,,,,,,,2,,,5.2,,KGM-91,-1.6,,,Afvoeren,{1BC0D125-952B-4039-9904-A2C7712A66D3},Ja,,,128.4,Gemaal Westdijk,NL.WBHCODE.43.Gemaal.43,,,,,,,,,,,,,,,,,,,,,,2 x Dompelpomp (elektro)75 m3/min per pomp opvoerhoogte 1m,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.d2519dfd-d1fa-4d83-bab8-f68e61ded68a.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T07:52:21Z,,,,Waterschap Vallei en Veluwe,gemaal.d2519dfd-d1fa-4d83-bab8-f68e61ded68a
gemaal.98728d9d-5e24-4e99-ac08-6518379c81b9,,,,,,,,,,,,,1,,,,,KGM-53,,,,Af- en Aanvoeren,{B21AE2D6-FC91-4197-805C-F832E9CB2A44},,,-92.1,,Hoven,NL.WBHCODE.43.Gemaal.2,,,,,,,,,,,,,,,,,,,,,,,200.42,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.98728d9d-5e24-4e99-ac08-6518379c81b9.tijdstipregistratie,,,,,,,,,,,,,,,,2023-09-21T10:18:14Z,,,,Waterschap Vallei en Veluwe,gemaal.98728d9d-5e24-4e99-ac08-6518379c81b9
gemaal.acb13d84-c3d3-421e-8f2e-7bd9c09b68dc,,,,,,,,,,,,,,,,,,KGM-179,,,,Onbekend,{4396616F-658C-4DDE-B42C-013A40F1E6E5},,,-0.83,,,NL.WBHCODE.43.Gemaal.2561,,gemaal.acb13d84-c3d3-421e-8f2e-7bd9c09b68dc.objectbegintijd,,,,,,,,,,,,,,,,2022-01-28T09:49:20Z,,,,POMP,,,,Gewijzigd,Niet van toepassing,gerealiseerd,,gemaal.acb13d84-c3d3-421e-8f2e-7bd9c09b68dc.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:35:17Z,,,,Waterschap Vallei en Veluwe,gemaal.acb13d84-c3d3-421e-8f2e-7bd9c09b68dc
gemaal.477066f1-6630-4008-9e22-36b00a4b8cf5,,,,,,,,,,,,,,,,,,KGM-174,,,,Afvoeren,{544532E8-0F58-4CD5-9EDB-8167C110F881},,,0.36,,Gemaal Zwartenoord Noord,NL.WBHCODE.43.Gemaal.1602,,gemaal.477066f1-6630-4008-9e22-36b00a4b8cf5.objectbegintijd,,,,,,,,,,,,,,,,2021-01-26T08:14:59Z,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.477066f1-6630-4008-9e22-36b00a4b8cf5.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:34:55Z,,,,Waterschap Vallei en Veluwe,gemaal.477066f1-6630-4008-9e22-36b00a4b8cf5
gemaal.71b50eb9-3893-41d8-9571-2ac339d7216a,,,,,,,,,,,,,,,,,,KGM-180,,,,Aanvoeren,{EE71704B-781B-460F-A556-75A1EBC1FCBF},,,0.54,,Gemaal Kleine Gat - HWV Zuidereind,NL.WBHCODE.43.Gemaal.2883,,gemaal.71b50eb9-3893-41d8-9571-2ac339d7216a.objectbegintijd,,,,,,,,,,,,,,,,2022-05-05T05:48:46Z,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.71b50eb9-3893-41d8-9571-2ac339d7216a.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:35:33Z,,,,Waterschap Vallei en Veluwe,gemaal.71b50eb9-3893-41d8-9571-2ac339d7216a
gemaal.c147a104-ea49-4b28-8fbe-8db97e8f8a36,,,,,,,,,,,,,,,,,,KGM-178,,,,Onbekend,{1E4E161D-D6CE-481B-BC34-2EF080F6D560},,,-0.86,,,NL.WBHCODE.43.Gemaal.2562,,gemaal.c147a104-ea49-4b28-8fbe-8db97e8f8a36.objectbegintijd,,,,,,,,,,,,,,,,2022-01-28T09:49:58Z,,,,POMP,,,,Gewijzigd,Niet van toepassing,gerealiseerd,,gemaal.c147a104-ea49-4b28-8fbe-8db97e8f8a36.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:35:14Z,,,,Waterschap Vallei en Veluwe,gemaal.c147a104-ea49-4b28-8fbe-8db97e8f8a36
gemaal.e300681f-ed54-4bb1-929e-7649bd330e46,,,,,,,,,,,,,,,,,,KGM-34,,,,Af- en Aanvoeren,{8FEFE2DB-0E70-40E2-9A97-EE77DFFD0BA8},,,,,Vossenbroek,NL.WBHCODE.43.Gemaal.139,,,,,,,,,,,,,,,,,,,,,,,5.17,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.e300681f-ed54-4bb1-929e-7649bd330e46.tijdstipregistratie,,,,,,,,,,,,,,,,2023-08-08T09:04:30Z,,,,Waterschap Vallei en Veluwe,gemaal.e300681f-ed54-4bb1-929e-7649bd330e46
gemaal.e4efaf22-bf6c-444a-820e-1a1024b151fe,,,,,,,,,,,,,2,,,,,KGM-113,,,,Afvoeren,{A7C47082-219F-49E8-AE3A-02FF3D77A1A5},Ja,,1.4,278.4,Gemaal Nijkerk,NL.WBHCODE.43.Gemaal.25,,,,,,,,,,,,,,,,,,,,,,"2,83 m³/s (2 vijzels) + 1,84 m³/s (2 pompen). 2 vijzels en 2 onderwaterpompen. Vijzels zijn onafhankelijk van het peilverloop.",,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.e4efaf22-bf6c-444a-820e-1a1024b151fe.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T07:56:42Z,,,,Waterschap Vallei en Veluwe,gemaal.e4efaf22-bf6c-444a-820e-1a1024b151fe
gemaal.b293c855-b164-4e51-8204-90da32c1823e,,,,,,,,,,,,,2,,,,,KGM-118,,,,Afvoeren,{04DFD05A-7F78-4603-B119-891B84F4052D},Ja,,-0.37,260,Gemaal Hertog Reijnout - stoomgemaal,NL.WBHCODE.43.Gemaal.26,,,,,,,,,,,,,,,,,,,,,,x scheprad van 130 m3/min,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.b293c855-b164-4e51-8204-90da32c1823e.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T07:56:42Z,,,,Waterschap Vallei en Veluwe,gemaal.b293c855-b164-4e51-8204-90da32c1823e
gemaal.10ab2b51-5381-4d9c-8ca2-78e0b3bb7f02,,,,,,,,,,,,,,,,,,KGM-194,,,,,{CF59B9A7-E844-4A1D-A534-B7A3FD49AE73},,,,,Gemaal Zeewetering,NL.WBHCODE.43.Gemaal.6419,,gemaal.10ab2b51-5381-4d9c-8ca2-78e0b3bb7f02.objectbegintijd,,,,,,,,,,,,,,,,2025-09-04T07:49:32Z,,,,,,,,Gewijzigd,Vastgesteld,gerealiseerd,,gemaal.10ab2b51-5381-4d9c-8ca2-78e0b3bb7f02.tijdstipregistratie,,,,,,,,,,,,,,,,2025-09-05T11:45:18Z,,,N:\Watersysteem_Hyperlink\770_Gemaal_Zeewetering.pdf,Waterschap Vallei en Veluwe,gemaal.10ab2b51-5381-4d9c-8ca2-78e0b3bb7f02
gemaal.d3089285-2afc-46ab-adfb-5a3aa8e86d4d,,,,,,,,,,,,,,,,,,KGM-89,,,,Onbekend,{82838AC8-1726-4402-A10E-D365BFF09E2D},Nee,,-0.31,,Windmolen,NL.WBHCODE.43.Gemaal.112,,,,,,,,,,,,,,,,,,,,,,KREUGELS WINDMOLEN,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.d3089285-2afc-46ab-adfb-5a3aa8e86d4d.tijdstipregistratie,,,,,,,,,,,,,,,,2023-11-23T15:04:27Z,,,,Waterschap Vallei en Veluwe,gemaal.d3089285-2afc-46ab-adfb-5a3aa8e86d4d
gemaal.e84cf269-d69a-474d-8b8c-f069b0f7b449,,,,,,,,,,,,,,,,1.5,,KGM-83,-1,,,Afvoeren,{650AE646-3174-446B-B500-FD07E30EDBE3},Ja,,0.71,60,Gemaal Veendijk,NL.WBHCODE.43.Gemaal.50,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.e84cf269-d69a-474d-8b8c-f069b0f7b449.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:37:30Z,,,,Waterschap Vallei en Veluwe,gemaal.e84cf269-d69a-474d-8b8c-f069b0f7b449
gemaal.c620412d-ab14-4d18-bbdd-c580693f430e,,,,,,,,,,,,,,,,5.2,,KGM-81,-1.8,,,Afvoeren,{6036FE85-B4D9-496B-ABDB-6F2DD0B6D8EA},Ja,,,102.6,Gemaal De Haar,NL.WBHCODE.43.Gemaal.52,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.c620412d-ab14-4d18-bbdd-c580693f430e.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:36:52Z,,,,Waterschap Vallei en Veluwe,gemaal.c620412d-ab14-4d18-bbdd-c580693f430e
gemaal.3954cf18-e679-4989-90a0-d7100fcd5b39,,,,,,,,,,,,,,,,,,KGM-127,,,,Afvoeren,{8BF03C77-8C80-47E9-988D-DE8223A3B0F7},Ja,,3,2.94,Gemaal Bestevaer,NL.WBHCODE.43.Gemaal.58,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.3954cf18-e679-4989-90a0-d7100fcd5b39.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:38:21Z,,,,Waterschap Vallei en Veluwe,gemaal.3954cf18-e679-4989-90a0-d7100fcd5b39
gemaal.4a998a28-9bbd-4fd2-abf9-e45468111da1,,,,,,,,,,,,,,,,,,KGM-149,,,,Afvoeren,{BF2A4158-DF91-4B78-9D06-D733FFAB6851},,,-0.16,2,pomp HWV Uitlaat Zwarte Noord,NL.WBHCODE.43.Gemaal.84,,,,,,,,,,,,,,,,,,,,,,HWV Uitlaat Zwarte Noord,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.4a998a28-9bbd-4fd2-abf9-e45468111da1.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:41:10Z,,,,Waterschap Vallei en Veluwe,gemaal.4a998a28-9bbd-4fd2-abf9-e45468111da1
gemaal.b81c95e0-8538-4a78-953e-807589d4e8f9,,,,,,,,,,,,,,,,,,KGM-183,,,,Af- en Aanvoeren,{662CD046-797F-4D92-A639-6469B8E7C6D4},,,5.39,,Voorderpad,NL.WBHCODE.43.Gemaal.3524,,gemaal.b81c95e0-8538-4a78-953e-807589d4e8f9.objectbegintijd,,,,,,,,,,,,,,,,2022-06-07T07:41:06Z,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.b81c95e0-8538-4a78-953e-807589d4e8f9.tijdstipregistratie,,,,,,,,,,,,,,,,2025-04-08T07:39:34Z,,,,Waterschap Vallei en Veluwe,gemaal.b81c95e0-8538-4a78-953e-807589d4e8f9
gemaal.fd5b0894-4614-4777-b039-56593863646b,,,,,,,,,,,,,,,,,,KGM-76,,,,Aanvoeren,{FC652B36-D75C-4013-B738-1073F0F763B4},,,,,Gemaal Bunschoterstraat,NL.WBHCODE.43.Gemaal.137,,,,,,,,,,,,,,,,,,,,,,DATA=VOPO,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.fd5b0894-4614-4777-b039-56593863646b.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-09T06:46:20Z,,,,Waterschap Vallei en Veluwe,gemaal.fd5b0894-4614-4777-b039-56593863646b
gemaal.64c87209-5066-4a11-bd87-e5cc211bf8c1,,,,,,,,,,,,,,,,,,KGM-144,,,,Afvoeren,{1E4682C8-228E-41E1-903A-B8A41337EF78},,,1.81,,Gemaal Laaksluis,NL.WBHCODE.43.Gemaal.49,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.64c87209-5066-4a11-bd87-e5cc211bf8c1.tijdstipregistratie,,,,,,,,,,,,,,,,2024-01-18T09:03:29Z,,,,Waterschap Vallei en Veluwe,gemaal.64c87209-5066-4a11-bd87-e5cc211bf8c1
gemaal.9b394963-23db-4f28-9fa0-2c28c5a5076e,,,,,,,,,,,,,,,,,,KGM-128,,,,Afvoeren,{89FF5A9C-5B0A-4A48-BC62-3C30D62A822C},,,-1.53,25,Gemaal Watergoor,NL.WBHCODE.43.Gemaal.106,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.9b394963-23db-4f28-9fa0-2c28c5a5076e.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:42:28Z,,,,Waterschap Vallei en Veluwe,gemaal.9b394963-23db-4f28-9fa0-2c28c5a5076e
gemaal.ef5ad1be-fcd3-4651-8d28-4dc96e9e93a6,,,,,,,,,,,,,,,,,,KGM-87,,,,Aanvoeren,{1ECCDDA2-1D76-4599-9D15-3B0FAF4C71D5},,,-0.59,2.2,"HWV Haarse Wetering; Vopopomp Ver in 't Veld",NL.WBHCODE.43.Gemaal.117,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.ef5ad1be-fcd3-4651-8d28-4dc96e9e93a6.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:43:50Z,,,,Waterschap Vallei en Veluwe,gemaal.ef5ad1be-fcd3-4651-8d28-4dc96e9e93a6
gemaal.8363388b-0d0c-4e16-b3e0-68db6913eb1c,,,,,,,,,,,,,,,,,,KGM-126,,,,Afvoeren,{D98F6798-CEEB-4829-947E-F81AB4933CC4},,,0.44,5,Gemaal Ulst,NL.WBHCODE.43.Gemaal.149,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.8363388b-0d0c-4e16-b3e0-68db6913eb1c.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:43:50Z,,,,Waterschap Vallei en Veluwe,gemaal.8363388b-0d0c-4e16-b3e0-68db6913eb1c
gemaal.2d806c11-ecfb-476b-9278-8b1eedfddcef,,,,,,,,,,,,,,,,,,KGM-150,,,,Aanvoeren,{D7FE52CE-E1A3-42D1-8C6C-8AECB4A739FC},,,,2.2,Gemaal Hogesteeg - WKB-3,NL.WBHCODE.43.Gemaal.85,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.2d806c11-ecfb-476b-9278-8b1eedfddcef.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:49:11Z,,,,Waterschap Vallei en Veluwe,gemaal.2d806c11-ecfb-476b-9278-8b1eedfddcef
gemaal.0d9bff83-4a57-4a6b-9bbe-4eb8c89ba3a4,,,,,,,,,,,,,,,,,,KGM-160,,,,Aanvoeren,{846C8168-377D-4E16-AF6A-440663E525E0},,,-0.04,1.5,VoPopomp gemaal Stachouwerweg,NL.WBHCODE.43.Gemaal.73,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.0d9bff83-4a57-4a6b-9bbe-4eb8c89ba3a4.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:50:19Z,,,,Waterschap Vallei en Veluwe,gemaal.0d9bff83-4a57-4a6b-9bbe-4eb8c89ba3a4
gemaal.8b71ef62-e1cf-492e-85c8-936d0fc30b51,,,,,,,,,,,,,,,,,,KGM-119,,,,Onderbemalen,{CCDB8522-FBCC-4DA2-97D4-C6CD8CF0442D},,,-0.34,5,Veenhuis,NL.WBHCODE.43.Gemaal.122,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.8b71ef62-e1cf-492e-85c8-936d0fc30b51.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:45:18Z,,,,Waterschap Vallei en Veluwe,gemaal.8b71ef62-e1cf-492e-85c8-936d0fc30b51
gemaal.8e38d618-8326-4f9e-a949-52efea5e4adc,,,,,,,,,,,,,,,,,,KGM-94,,,,Aanvoeren,{CBE0853A-DA99-4373-B0A8-947B754ADD38},Nee,,-0.3,10.2,Vopopomp op stuw,NL.WBHCODE.43.Gemaal.102,,,,,,,,,,,,,,,,,,,,,,GEMCO=G0240,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.8e38d618-8326-4f9e-a949-52efea5e4adc.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:59:03Z,,,,Waterschap Vallei en Veluwe,gemaal.8e38d618-8326-4f9e-a949-52efea5e4adc
gemaal.e3b64e8e-5183-4307-b943-ba9cc3526ea5,,,,,,,,,,,,,1,,,11,,KGM-75,-0.6,,,Afvoeren,{40C02F49-33D4-4124-A88D-F6E32C7A990B},Ja,,,196,"Gemaal Malesluis, Malewetering",NL.WBHCODE.43.Gemaal.48,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.e3b64e8e-5183-4307-b943-ba9cc3526ea5.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:35:48Z,,,,Waterschap Vallei en Veluwe,gemaal.e3b64e8e-5183-4307-b943-ba9cc3526ea5
gemaal.7d3ba88b-34c7-40bc-ab60-cdd82dd34f86,,,,,,,,,,,,,,,,,,KGM-78,,,,Afvoeren,{11F7588B-8CC0-4ABD-B924-2CCF2FEB3E92},Ja,,,77.78,Kleine Melm,NL.WBHCODE.43.Gemaal.60,,,,,,,,,,,,,,,,,,,,,,,,,,Vastgesteld,Vastgesteld,gerealiseerd,,gemaal.7d3ba88b-34c7-40bc-ab60-cdd82dd34f86.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T08:38:56Z,,,,Waterschap Vallei en Veluwe,gemaal.7d3ba88b-34c7-40bc-ab60-cdd82dd34f86
gemaal.10d9a1b7-8d1b-40db-a299-03bf0c1e6c10,,,,,,,,,,,,,,,,,,KGM-86,,,,Aanvoeren,{E4D3BFBB-4E9F-474C-9D9C-B2A366DE8BCD},,,-2.18,,Vopopomp Oostsingel,NL.WBHCODE.43.Gemaal.114,,,,,,,,,,,,,,,,,,,,,,DOORVOERGEMAAL OOSTSINGEL,,,,Vastgesteld,Niet van toepassing,gerealiseerd,,gemaal.10d9a1b7-8d1b-40db-a299-03bf0c1e6c10.tijdstipregistratie,,,,,,,,,,,,,,,,2024-02-05T09:00:53Z,,,,Waterschap Vallei en Veluwe,gemaal.10d9a1b7-8d1b-40db-a299-03bf0c1e6c10
